OUPS_ID_ID;GROUPS_ID_NAME;User Name;pass;User2 Id;User2 Name;Ämne;START_TIME;Duration;STOP_TIME
user_demo_comp_cct_10000126;YCKFS;Adina Sandström;VJG89AMM9WV;demo_comp_cct_10000144;Adina Sandström;Möte med Adina Sandström;2020-04-16 14:00;1900-01-01 00:30;2020-04-17 14:30
user_demo_comp_cct_10000127;ENAGW;Diana Selberg;TGZ45NYI5PD;demo_comp_cct_10000145;Diana Selberg;Möte med Diana Selberg;2020-04-16 10:30;1900-01-01 00:30;2020-04-17 11:00
user_demo_comp_cct_10000128;XSREA;Marcus Vik;ANK48XNQ2WO;demo_comp_cct_10000146;Marcus Vik;Möte med Marcus Vik;2020-04-13 10:00;1900-01-01 00:30;2020-04-14 10:30
user_demo_comp_cct_10000129;ADXJY;Kristian Svärd;RFR81BMC9QT;demo_comp_cct_10000147;Kristian Svärd;Möte med Kristian Svärd;2020-04-10 08:00;1900-01-01 00:30;2020-04-11 08:30
user_demo_comp_cct_10000130;ABYOP;Folke Roth;JGW25EMK5EZ;demo_comp_cct_10000148;Folke Roth;Möte med Folke Roth;2020-04-07 14:00;1900-01-01 00:30;2020-04-08 14:30
user_demo_comp_cct_10000131;UBAEI;Aleksander Klang;KEV29YNL1KV;demo_comp_cct_10000149;Aleksander Klang;Möte med Aleksander Klang;2020-04-08 08:00;1900-01-01 00:30;2020-04-09 08:30
user_demo_comp_cct_10000132;DVGLE;Malcolm Abrahamsson;QKY42IYY2TU;demo_comp_cct_10000150;Malcolm Abrahamsson;Möte med Malcolm Abrahamsson;2020-04-07 16:30;1900-01-01 00:30;2020-04-08 17:00
user_demo_comp_cct_10000133;ZJLRH;Sigge Nyqvist;BVU50DKB0QI;demo_comp_cct_10000151;Sigge Nyqvist;Möte med Sigge Nyqvist;2020-04-07 14:30;1900-01-01 00:30;2020-04-08 15:00
user_demo_comp_cct_10000134;AIGSK;Iza Frid;XIT20WNV1KB;demo_comp_cct_10000152;Iza Frid;Möte med Iza Frid;2020-04-10 15:00;1900-01-01 00:30;2020-04-11 15:30
user_demo_comp_cct_10000135;AWVKA;Aina Davidsson;YAS31MKA5OU;demo_comp_cct_10000153;Aina Davidsson;Möte med Aina Davidsson;2020-04-13 09:30;1900-01-01 00:30;2020-04-14 10:00
user_demo_comp_cct_10000136;XQXNE;Isac Rasmussen;QKC37WNT9MQ;demo_comp_cct_10000154;Isac Rasmussen;Möte med Isac Rasmussen;2020-04-06 19:30;1900-01-01 00:30;2020-04-07 20:00
user_demo_comp_cct_10000137;KTAJF;Salma Bengtsson;NRA03OVF8XR;demo_comp_cct_10000155;Salma Bengtsson;Möte med Salma Bengtsson;2020-04-06 16:00;1900-01-01 00:30;2020-04-07 16:30
user_demo_comp_cct_10000138;BQVCS;Eleonora Zander;YTR36VXR3MG;demo_comp_cct_10000156;Eleonora Zander;Möte med Eleonora Zander;2020-04-15 09:30;1900-01-01 00:30;2020-04-16 10:00
user_demo_comp_cct_10000139;TMKRD;Tess Wendel;NGV36JZP4TF;demo_comp_cct_10000157;Tess Wendel;Möte med Tess Wendel;2020-04-06 17:30;1900-01-01 00:30;2020-04-07 18:00
user_demo_comp_cct_10000140;VHWWC;Jamie Karlén;AON99HGF2DS;demo_comp_cct_10000158;Jamie Karlén;Möte med Jamie Karlén;2020-04-10 09:30;1900-01-01 00:30;2020-04-11 10:00
user_demo_comp_cct_10000141;DXJOQ;Xavier Johnsson;GGB70DMM0HO;demo_comp_cct_10000159;Xavier Johnsson;Möte med Xavier Johnsson;2020-04-15 08:00;1900-01-01 00:30;2020-04-16 08:30
user_demo_comp_cct_10000142;CUZND;Ville Cederberg;HKH21WNA4PK;demo_comp_cct_10000160;Ville Cederberg;Möte med Ville Cederberg;2020-04-17 15:30;1900-01-01 00:30;2020-04-18 16:00
user_demo_comp_cct_10000143;JTZBI;Billy Glad;JQH58CVV1ZP;demo_comp_cct_10000161;Billy Glad;Möte med Billy Glad;2020-04-15 12:30;1900-01-01 00:30;2020-04-16 13:00
user_demo_comp_cct_10000144;NHEDF;Nikolaj Fagerström;HAO82XOI1FY;demo_comp_cct_10000162;Nikolaj Fagerström;Möte med Nikolaj Fagerström;2020-04-17 19:00;1900-01-01 00:30;2020-04-18 19:30
user_demo_comp_cct_10000145;FTBQC;Tore Lindström;PJO77WKZ1WK;demo_comp_cct_10000163;Tore Lindström;Möte med Tore Lindström;2020-04-07 14:00;1900-01-01 00:30;2020-04-08 14:30
user_demo_comp_cct_10000146;XRHJH;Lejla Wennerberg;DFZ56FMR1OG;demo_comp_cct_10000164;Lejla Wennerberg;Möte med Lejla Wennerberg;2020-04-10 12:00;1900-01-01 00:30;2020-04-11 12:30
user_demo_comp_cct_10000147;CSZXM;Maija Hallman;PWC74SKX9EC;demo_comp_cct_10000165;Maija Hallman;Möte med Maija Hallman;2020-04-08 12:00;1900-01-01 00:30;2020-04-09 12:30
user_demo_comp_cct_10000148;PVBGE;Seth Håll;CON83AMQ1PD;demo_comp_cct_10000166;Seth Håll;Möte med Seth Håll;2020-04-06 16:00;1900-01-01 00:30;2020-04-07 16:30
user_demo_comp_cct_10000149;EQKOH;Amelia Lindroth;ERM28LHO0NA;demo_comp_cct_10000167;Amelia Lindroth;Möte med Amelia Lindroth;2020-04-16 10:30;1900-01-01 00:30;2020-04-17 11:00
user_demo_comp_cct_10000150;HQOJQ;Muhammed Löfberg;SCP04MLO8FA;demo_comp_cct_10000168;Muhammed Löfberg;Möte med Muhammed Löfberg;2020-04-15 11:00;1900-01-01 00:30;2020-04-16 11:30
user_demo_comp_cct_10000151;RIIQY;Reine Malm;WVD81NBU0ON;demo_comp_cct_10000169;Reine Malm;Möte med Reine Malm;2020-04-14 09:00;1900-01-01 00:30;2020-04-15 09:30
user_demo_comp_cct_10000152;GSMVG;Manne Wallén;LCT70WSN8RM;demo_comp_cct_10000170;Manne Wallén;Möte med Manne Wallén;2020-04-06 14:00;1900-01-01 00:30;2020-04-07 14:30
user_demo_comp_cct_10000153;GJOKZ;Leiah Appelqvist;XZG88MAZ4JR;demo_comp_cct_10000171;Leiah Appelqvist;Möte med Leiah Appelqvist;2020-04-17 12:30;1900-01-01 00:30;2020-04-18 13:00
user_demo_comp_cct_10000154;IYEYK;Havin Sandqvist;AYA49LKF2IJ;demo_comp_cct_10000172;Havin Sandqvist;Möte med Havin Sandqvist;2020-04-17 09:30;1900-01-01 00:30;2020-04-18 10:00
user_demo_comp_cct_10000155;CGYOQ;Troy Berglin;YDR81ZIB8AI;demo_comp_cct_10000173;Troy Berglin;Möte med Troy Berglin;2020-04-09 17:30;1900-01-01 00:30;2020-04-10 18:00
user_demo_comp_cct_10000156;RPIQP;Matilda Bryngelsson;PWH46CGK2MG;demo_comp_cct_10000174;Matilda Bryngelsson;Möte med Matilda Bryngelsson;2020-04-13 16:30;1900-01-01 00:30;2020-04-14 17:00
user_demo_comp_cct_10000157;VUJET;Towa Bengtsson;EHT83JLF4EP;demo_comp_cct_10000175;Towa Bengtsson;Möte med Towa Bengtsson;2020-04-10 14:30;1900-01-01 00:30;2020-04-11 15:00
user_demo_comp_cct_10000158;TSVIS;Adèle Rönnbäck;ZCL02IDE5YS;demo_comp_cct_10000176;Adèle Rönnbäck;Möte med Adèle Rönnbäck;2020-04-16 09:00;1900-01-01 00:30;2020-04-17 09:30
user_demo_comp_cct_10000159;NVOEF;Melvin Svensk;NDB59VDK3BL;demo_comp_cct_10000177;Melvin Svensk;Möte med Melvin Svensk;2020-04-16 13:00;1900-01-01 00:30;2020-04-17 13:30
user_demo_comp_cct_10000160;NUPAB;Ilona Albertsson;SSQ16CJA5PP;demo_comp_cct_10000178;Ilona Albertsson;Möte med Ilona Albertsson;2020-04-10 10:00;1900-01-01 00:30;2020-04-11 10:30
user_demo_comp_cct_10000161;LJYVY;Fiona Andrén;EIA96SQR3OY;demo_comp_cct_10000179;Fiona Andrén;Möte med Fiona Andrén;2020-04-08 14:00;1900-01-01 00:30;2020-04-09 14:30
user_demo_comp_cct_10000162;UZLJZ;Manfred Strand;RTH48WPT0UW;demo_comp_cct_10000180;Manfred Strand;Möte med Manfred Strand;2020-04-08 19:00;1900-01-01 00:30;2020-04-09 19:30
user_demo_comp_cct_10000163;BHNWS;Sabina Käck;PLY13ZSZ0CH;demo_comp_cct_10000181;Sabina Käck;Möte med Sabina Käck;2020-04-09 09:30;1900-01-01 00:30;2020-04-10 10:00
user_demo_comp_cct_10000164;FVJXE;Sara Granath;GMD15XXM7DV;demo_comp_cct_10000182;Sara Granath;Möte med Sara Granath;2020-04-14 09:30;1900-01-01 00:30;2020-04-15 10:00
user_demo_comp_cct_10000165;TYRBG;Zahra Holmgren;JVH35XCX6OF;demo_comp_cct_10000183;Zahra Holmgren;Möte med Zahra Holmgren;2020-04-09 17:30;1900-01-01 00:30;2020-04-10 18:00
user_demo_comp_cct_10000166;LUUNY;Eila Fernström;ZOT18JSR8QV;demo_comp_cct_10000184;Eila Fernström;Möte med Eila Fernström;2020-04-06 11:00;1900-01-01 00:30;2020-04-07 11:30
user_demo_comp_cct_10000167;UIQUD;David Carlén;COS19LDT6RO;demo_comp_cct_10000185;David Carlén;Möte med David Carlén;2020-04-13 17:00;1900-01-01 00:30;2020-04-14 17:30
user_demo_comp_cct_10000168;BDIPX;Thea Bergkvist;OGJ72NWC9YC;demo_comp_cct_10000186;Thea Bergkvist;Möte med Thea Bergkvist;2020-04-10 08:00;1900-01-01 00:30;2020-04-11 08:30
user_demo_comp_cct_10000169;TLOSU;Stefan Haglund;ESF00TMF8CO;demo_comp_cct_10000187;Stefan Haglund;Möte med Stefan Haglund;2020-04-15 11:30;1900-01-01 00:30;2020-04-16 12:00
user_demo_comp_cct_10000170;SOBCY;Athena Källgren;SRD69XKQ0NF;demo_comp_cct_10000188;Athena Källgren;Möte med Athena Källgren;2020-04-14 17:00;1900-01-01 00:30;2020-04-15 17:30
user_demo_comp_cct_10000171;IATMO;Aprilia Dahlström;WOH56REI7QB;demo_comp_cct_10000189;Aprilia Dahlström;Möte med Aprilia Dahlström;2020-04-08 11:00;1900-01-01 00:30;2020-04-09 11:30
user_demo_comp_cct_10000172;RGYGH;Camilla Ahlström;PNM07EOS1QH;demo_comp_cct_10000190;Camilla Ahlström;Möte med Camilla Ahlström;2020-04-08 13:00;1900-01-01 00:30;2020-04-09 13:30
user_demo_comp_cct_10000173;FWRRG;Jill Folkesson;VQF01QFX8ZI;demo_comp_cct_10000191;Jill Folkesson;Möte med Jill Folkesson;2020-04-14 13:00;1900-01-01 00:30;2020-04-15 13:30
user_demo_comp_cct_10000174;ROLEM;Emir Bergvall;ZDI42CBZ5ZF;demo_comp_cct_10000192;Emir Bergvall;Möte med Emir Bergvall;2020-04-07 12:30;1900-01-01 00:30;2020-04-08 13:00
user_demo_comp_cct_10000175;QPGLG;Omar Löngström;CPZ15CYF7UD;demo_comp_cct_10000193;Omar Löngström;Möte med Omar Löngström;2020-04-15 18:00;1900-01-01 00:30;2020-04-16 18:30
user_demo_comp_cct_10000176;XYORU;Emre Kleverö;DHA10PVH7GD;demo_comp_cct_10000194;Emre Kleverö;Möte med Emre Kleverö;2020-04-06 13:30;1900-01-01 00:30;2020-04-07 14:00
user_demo_comp_cct_10000177;BZQSJ;Chanel Samuelsson;UCK56EXV4HV;demo_comp_cct_10000195;Chanel Samuelsson;Möte med Chanel Samuelsson;2020-04-08 17:00;1900-01-01 00:30;2020-04-09 17:30
user_demo_comp_cct_10000178;DAWTE;Izabelle Thorsson;EWV81XRS9FA;demo_comp_cct_10000196;Izabelle Thorsson;Möte med Izabelle Thorsson;2020-04-08 09:30;1900-01-01 00:30;2020-04-09 10:00
user_demo_comp_cct_10000179;MRYEV;Zoe Hilmersson;YQH67PWE9HK;demo_comp_cct_10000197;Zoe Hilmersson;Möte med Zoe Hilmersson;2020-04-08 09:00;1900-01-01 00:30;2020-04-09 09:30
user_demo_comp_cct_10000180;IFCZE;Alexis Knutsson;ERQ94OIP5XW;demo_comp_cct_10000198;Alexis Knutsson;Möte med Alexis Knutsson;2020-04-10 10:00;1900-01-01 00:30;2020-04-11 10:30
user_demo_comp_cct_10000181;VFGUD;Petra Gunnarsson;TLO31KNT7XD;demo_comp_cct_10000199;Petra Gunnarsson;Möte med Petra Gunnarsson;2020-04-09 12:30;1900-01-01 00:30;2020-04-10 13:00
user_demo_comp_cct_10000182;ISPNT;Stefan Bruhn;QXC80TRW0PR;demo_comp_cct_10000200;Stefan Bruhn;Möte med Stefan Bruhn;2020-04-10 09:30;1900-01-01 00:30;2020-04-11 10:00
user_demo_comp_cct_10000183;WXDID;Tanja Wester;DVG16CSJ5BR;demo_comp_cct_10000201;Tanja Wester;Möte med Tanja Wester;2020-04-13 10:30;1900-01-01 00:30;2020-04-14 11:00
user_demo_comp_cct_10000184;YQZTD;Amela Åstrand;DLQ66YEW9CE;demo_comp_cct_10000202;Amela Åstrand;Möte med Amela Åstrand;2020-04-16 09:30;1900-01-01 00:30;2020-04-17 10:00
user_demo_comp_cct_10000185;VDMRE;Elof Åkerberg;HRR41PRH4TR;demo_comp_cct_10000203;Elof Åkerberg;Möte med Elof Åkerberg;2020-04-14 17:30;1900-01-01 00:30;2020-04-15 18:00
user_demo_comp_cct_10000186;ALBQD;Bruno Söderqvist;QNU47QBN7SL;demo_comp_cct_10000204;Bruno Söderqvist;Möte med Bruno Söderqvist;2020-04-13 09:30;1900-01-01 00:30;2020-04-14 10:00
user_demo_comp_cct_10000187;FKVQH;Edvard Stoltz;NMZ53UJL9XT;demo_comp_cct_10000205;Edvard Stoltz;Möte med Edvard Stoltz;2020-04-06 11:00;1900-01-01 00:30;2020-04-07 11:30
user_demo_comp_cct_10000188;IOVIM;Denis Nordstrand;WWA84WPD1CS;demo_comp_cct_10000206;Denis Nordstrand;Möte med Denis Nordstrand;2020-04-13 12:30;1900-01-01 00:30;2020-04-14 13:00
user_demo_comp_cct_10000189;RIQKY;Juno Löfgren;YRQ62TIG7NS;demo_comp_cct_10000207;Juno Löfgren;Möte med Juno Löfgren;2020-04-08 11:30;1900-01-01 00:30;2020-04-09 12:00
user_demo_comp_cct_10000190;YALBP;Liv Lindroth;PTU40PCC3UO;demo_comp_cct_10000208;Liv Lindroth;Möte med Liv Lindroth;2020-04-16 08:30;1900-01-01 00:30;2020-04-17 09:00
user_demo_comp_cct_10000191;WMPQL;Jessica Schmidt;QXO75YMU8AV;demo_comp_cct_10000209;Jessica Schmidt;Möte med Jessica Schmidt;2020-04-17 15:00;1900-01-01 00:30;2020-04-18 15:30
user_demo_comp_cct_10000192;CZIKE;Malou Birgersson;BLG62YLP7EQ;demo_comp_cct_10000210;Malou Birgersson;Möte med Malou Birgersson;2020-04-14 09:30;1900-01-01 00:30;2020-04-15 10:00
user_demo_comp_cct_10000193;YRSXC;Jonatan Lindholm;HWH31GPQ6QO;demo_comp_cct_10000211;Jonatan Lindholm;Möte med Jonatan Lindholm;2020-04-15 20:00;1900-01-01 00:30;2020-04-16 20:30
user_demo_comp_cct_10000194;LBQOP;Hektor Cedergren;JBE60EBY5EN;demo_comp_cct_10000212;Hektor Cedergren;Möte med Hektor Cedergren;2020-04-15 12:00;1900-01-01 00:30;2020-04-16 12:30
user_demo_comp_cct_10000195;OZPHA;Betty Boberg;RPU59AGN5OW;demo_comp_cct_10000213;Betty Boberg;Möte med Betty Boberg;2020-04-16 14:00;1900-01-01 00:30;2020-04-17 14:30
user_demo_comp_cct_10000196;TRKEP;Elna Sundberg;PEK39BSA8OS;demo_comp_cct_10000214;Elna Sundberg;Möte med Elna Sundberg;2020-04-14 18:30;1900-01-01 00:30;2020-04-15 19:00
user_demo_comp_cct_10000197;CWJVA;Leona Hed;GHL56QRF5MI;demo_comp_cct_10000215;Leona Hed;Möte med Leona Hed;2020-04-14 17:00;1900-01-01 00:30;2020-04-15 17:30
user_demo_comp_cct_10000198;TBEOV;Elvira Björnsson;AZW79JNC5WK;demo_comp_cct_10000216;Elvira Björnsson;Möte med Elvira Björnsson;2020-04-15 11:30;1900-01-01 00:30;2020-04-16 12:00
user_demo_comp_cct_10000199;ZODOS;Oskar Näsström;YFD87BYL0ZL;demo_comp_cct_10000217;Oskar Näsström;Möte med Oskar Näsström;2020-04-07 13:00;1900-01-01 00:30;2020-04-08 13:30
user_demo_comp_cct_10000200;RRMZW;Alexia Nordling;ELG71XIU4JX;demo_comp_cct_10000218;Alexia Nordling;Möte med Alexia Nordling;2020-04-13 15:30;1900-01-01 00:30;2020-04-14 16:00
user_demo_comp_cct_10000201;DWYQW;Jakob Landén;GMD15XXM7DV;demo_comp_cct_10000219;Jakob Landén;Möte med Jakob Landén;2020-04-06 08:00;1900-01-01 00:30;2020-04-07 08:30
user_demo_comp_cct_10000202;RGHBL;Ove Nylund;JVH35XCX6OF;demo_comp_cct_10000220;Ove Nylund;Möte med Ove Nylund;2020-04-10 19:00;1900-01-01 00:30;2020-04-11 19:30
user_demo_comp_cct_10000203;SLRPF;Nova Näsman;ZOT18JSR8QV;demo_comp_cct_10000221;Nova Näsman;Möte med Nova Näsman;2020-04-16 20:00;1900-01-01 00:30;2020-04-17 20:30
user_demo_comp_cct_10000204;UPIYS;Marcus Lovén;COS19LDT6RO;demo_comp_cct_10000222;Marcus Lovén;Möte med Marcus Lovén;2020-04-09 14:30;1900-01-01 00:30;2020-04-10 15:00
user_demo_comp_cct_10000205;UGHZU;Michaela Söderlund;OGJ72NWC9YC;demo_comp_cct_10000223;Michaela Söderlund;Möte med Michaela Söderlund;2020-04-06 12:00;1900-01-01 00:30;2020-04-07 12:30
user_demo_comp_cct_10000206;AAXCY;Valentin Lundkvist;ESF00TMF8CO;demo_comp_cct_10000224;Valentin Lundkvist;Möte med Valentin Lundkvist;2020-04-09 20:00;1900-01-01 00:30;2020-04-10 20:30
user_demo_comp_cct_10000207;SHVLY;Stellan Franzén;SRD69XKQ0NF;demo_comp_cct_10000225;Stellan Franzén;Möte med Stellan Franzén;2020-04-13 14:30;1900-01-01 00:30;2020-04-14 15:00
user_demo_comp_cct_10000208;DWKME;Holmfrid Forsmark;WOH56REI7QB;demo_comp_cct_10000226;Holmfrid Forsmark;Möte med Holmfrid Forsmark;2020-04-06 20:00;1900-01-01 00:30;2020-04-07 20:30
user_demo_comp_cct_10000209;ZBKZQ;Ivar Lundqvist;PNM07EOS1QH;demo_comp_cct_10000227;Ivar Lundqvist;Möte med Ivar Lundqvist;2020-04-06 15:00;1900-01-01 00:30;2020-04-07 15:30
user_demo_comp_cct_10000210;NFOUZ;Jonna Elfström;VQF01QFX8ZI;demo_comp_cct_10000228;Jonna Elfström;Möte med Jonna Elfström;2020-04-08 15:00;1900-01-01 00:30;2020-04-09 15:30
user_demo_comp_cct_10000211;PYVAK;Ines Östling;ZDI42CBZ5ZF;demo_comp_cct_10000229;Ines Östling;Möte med Ines Östling;2020-04-13 19:00;1900-01-01 00:30;2020-04-14 19:30
user_demo_comp_cct_10000212;SCBAX;Robert Kristoffersson;CPZ15CYF7UD;demo_comp_cct_10000230;Robert Kristoffersson;Möte med Robert Kristoffersson;2020-04-13 19:30;1900-01-01 00:30;2020-04-14 20:00
user_demo_comp_cct_10000213;DRXQS;Helga Åkerman;DHA10PVH7GD;demo_comp_cct_10000231;Helga Åkerman;Möte med Helga Åkerman;2020-04-10 12:30;1900-01-01 00:30;2020-04-11 13:00
user_demo_comp_cct_10000214;QDDMU;Olov Palmér;UCK56EXV4HV;demo_comp_cct_10000232;Olov Palmér;Möte med Olov Palmér;2020-04-07 12:00;1900-01-01 00:30;2020-04-08 12:30
user_demo_comp_cct_10000215;HBIXC;Lorentz Sundell;EWV81XRS9FA;demo_comp_cct_10000233;Lorentz Sundell;Möte med Lorentz Sundell;2020-04-07 14:30;1900-01-01 00:30;2020-04-08 15:00
user_demo_comp_cct_10000216;VBKBD;Thelise Steen;YQH67PWE9HK;demo_comp_cct_10000234;Thelise Steen;Möte med Thelise Steen;2020-04-14 11:00;1900-01-01 00:30;2020-04-15 11:30
user_demo_comp_cct_10000217;RNCYD;Esma Nyholm;ERQ94OIP5XW;demo_comp_cct_10000235;Esma Nyholm;Möte med Esma Nyholm;2020-04-13 14:30;1900-01-01 00:30;2020-04-14 15:00
user_demo_comp_cct_10000218;TXUOW;Erica Söderqvist;TLO31KNT7XD;demo_comp_cct_10000236;Erica Söderqvist;Möte med Erica Söderqvist;2020-04-13 17:00;1900-01-01 00:30;2020-04-14 17:30
user_demo_comp_cct_10000219;JVJVW;Abraham Edvinsson;QXC80TRW0PR;demo_comp_cct_10000237;Abraham Edvinsson;Möte med Abraham Edvinsson;2020-04-07 14:00;1900-01-01 00:30;2020-04-08 14:30
user_demo_comp_cct_10000220;DIKZQ;Aurora Palmqvist;DVG16CSJ5BR;demo_comp_cct_10000238;Aurora Palmqvist;Möte med Aurora Palmqvist;2020-04-15 08:00;1900-01-01 00:30;2020-04-16 08:30
user_demo_comp_cct_10000221;LNZBE;Ariana Nylander;DLQ66YEW9CE;demo_comp_cct_10000239;Ariana Nylander;Möte med Ariana Nylander;2020-04-15 09:00;1900-01-01 00:30;2020-04-16 09:30
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
