"ID","KUNDNR","TYP","EFTERNAMN","EPOST","FORNAMN","TELNR","BESKRIVNING","BEFATTNING","MOBILNR"
277,20213442,"A","Personalchef Per Ek","(null)","(null)","(null)","(null)","(null)","(null)"
278,20213442,"F","CF Nisse Hult","(null)","(null)","(null)","(null)","(null)","(null)"
279,20213442,"F","Sif Pia Johansson","(null)","(null)","(null)","(null)","(null)","(null)"
280,20213442,"F","Metall Siv Persson","(null)","(null)","(null)","(null)","(null)","(null)"
281,20214903,"A","Vd Stefan Strand","(null)","(null)","(null)","(null)","(null)","(null)"
283,20213720,"A","Snabela Com","snabela@com.com","(null)","(null)","(null)","(null)","(null)"
284,20200020,"A","Världens hittills minsta kommersiella helikopter som belönats med att komma med i Guiness rekordbok.","(null)","(null)","(null)","(null)","(null)","(null)"
285,20500051,"A","Pellejöns","a@b.se","(null)","(null)","(null)","(null)","(null)"
286,20500053,"A","Per Jöns","(null)","(null)","(null)","(null)","(null)","(null)"
287,20500054,"A","Pellejons","(null)","(null)","(null)","(null)","(null)","(null)"
288,20500077,"A","Per-Owe Johansson 08-56842306","per-owe.johansson@ams.amv.se","(null)","(null)","(null)","(null)","(null)"
289,20500077,"A","Bengt Björkdahl 08-56842228","bengt.bjorkdal@ams.amv.se","(null)","(null)","(null)","(null)","(null)"
290,20500079,"A","Per-Owe Johansson","p.o.j@ams.amv.se","(null)","(null)","(null)","(null)","(null)"
291,20500079,"A","Bengt Björkdal","bengt.bjorkdal@ams.amv.se","(null)","(null)","(null)","(null)","(null)"
292,20500087,"A","Nisse Hult 08-5684 2305","(null)","(null)","(null)","(null)","(null)","(null)"
293,20500091,"A","Läkemedelsprofilen sparas av oss på Apoteket i en databas. Men det är du som bestämmer vad som ska d","(null)","(null)","(null)","(null)","(null)","(null)"
294,20500091,"A","Läkemedelsprofilen sparas av oss på Apoteket i en databas. Men det är du som bestämmer vad som ska d","(null)","(null)","(null)","(null)","(null)","(null)"
295,20500091,"A","Läkemedelsprofilen sparas av oss på Apoteket i en databas. Men det är du som bestämmer vad som ska d","(null)","(null)","(null)","(null)","(null)","(null)"
296,20500091,"A","Läkemedelsprofilen sparas av oss på Apoteket i en databas. Men det är du som bestämmer vad som ska d","(null)","(null)","(null)","(null)","(null)","(null)"
297,20397192,"A","Pelle Jöns 010-4869439","rune.sjodin@ams.amv.se","(null)","(null)","(null)","(null)","(null)"
298,20397218,"A","Pelle","(null)","(null)","(null)","(null)","(null)","(null)"
299,20397218,"A","Kalle","(null)","(null)","(null)","(null)","(null)","(null)"
300,20397218,"A","Johpe","(null)","(null)","(null)","(null)","(null)","(null)"
301,20428852,"A","Helmer Brydd","af@arbetsformedlingen.se","(null)","(null)","(null)","(null)","(null)"
302,20213138,"A","VD Andreas Wiklund 070-1234567","(null)","(null)","(null)","(null)","(null)","(null)"
303,20213138,"A","Säljchef Jonas Malmström 070-7654321","(null)","(null)","(null)","(null)","(null)","(null)"
304,20270020,"A","TestTestTestTestTestTest","ais.test@ams.amv.se","(null)","(null)","(null)","(null)","(null)"
305,20215618,"A","Anders Jonsson 0950-23000,arbetsgivare","Taxi@lycksele.se","(null)","(null)","(null)","(null)","(null)"
306,20215624,"A","Anders Jonsson  arbetsgivare 0950-176650","taxi@lycksele.se","(null)","(null)","(null)","(null)","(null)"
307,20214543,"A","Butikschef Sture Jönsson","(null)","(null)","(null)","(null)","(null)","(null)"
308,20214543,"F","Åsa Wilén (facklig kontaktperson)","(null)","(null)","(null)","(null)","(null)","(null)"
309,20214705,"A","Arne Arnesson 040-654046 (07.30-09.00)","(null)","(null)","(null)","(null)","(null)","(null)"
310,20214542,"A","Sture Jönsson 040-35 68 62","(null)","(null)","(null)","(null)","(null)","(null)"
311,20214542,"F","Åsa Wilén 040-35 68 63","(null)","(null)","(null)","(null)","(null)","(null)"
312,20214706,"A","Lars Olsson","lars.svensk.rot@palavers.nu","(null)","(null)","(null)","(null)","(null)"
313,20214545,"A","Butikschef Sture Jönsson. tel. 040-285678","sture.jonsson@lundstromsherr.se","(null)","(null)","(null)","(null)","(null)"
314,20214545,"F","Åsa Wilén, tel. 040-285673 (må-on 9-14, to-fre 10-18)","asa.wilen@lundstromsherr.se","(null)","(null)","(null)","(null)","(null)"
315,20214708,"A","Atte Holm","atte.prinsgarden@palavers.nu","(null)","(null)","(null)","(null)","(null)"
316,20214546,"A","Butikschef Sture Jönsson","(null)","(null)","(null)","(null)","(null)","(null)"
317,20214546,"F","Facklig kontaktperson Åsa Wilén Träffas säkrast 10.00-12.00.","(null)","(null)","(null)","(null)","(null)","(null)"
318,20214719,"A","Evwy Rosqvist 040-598900","(null)","(null)","(null)","(null)","(null)","(null)"
319,20214539,"A","Sture Jönsson","(null)","(null)","(null)","(null)","(null)","(null)"
320,20214539,"F","Åsa Wilen ( facklig företr.mån-ons 09.00-14.00, tors-fre 10.00-18.00)","(null)","(null)","(null)","(null)","(null)","(null)"
321,20214715,"A","Holger Holgersson","(null)","(null)","(null)","(null)","(null)","(null)"
322,20214547,"A","Butikschef Sture Jönsson","(null)","(null)","(null)","(null)","(null)","(null)"
323,20214547,"F","Åsa Wilén mån-ons 9.00-14.00 tors-fre 10.00-18.00","(null)","(null)","(null)","(null)","(null)","(null)"
324,20214711,"A","Claes G-son Ekberg","cyberkiss@palvers.nu","(null)","(null)","(null)","(null)","(null)"
325,20214540,"A","Butikschef Sture Jönsson, tel 040-20 70 18","(null)","(null)","(null)","(null)","(null)","(null)"
326,20214540,"F","Åsa Wilén, facklig kontaktperson (mån-ons 9-14, tor-fre 10-18)","(null)","(null)","(null)","(null)","(null)","(null)"
327,20214714,"A","Innehavare Alice Lysél, 040-14 65 14","(null)","(null)","(null)","(null)","(null)","(null)"
328,20214541,"A","Butikschef Sture Jönsson","(null)","(null)","(null)","(null)","(null)","(null)"
329,20214541,"F","Åsa Wilén mån- onsd 9.00- 14.00 torsd- fred 10.00- 18.00","(null)","(null)","(null)","(null)","(null)","(null)"
330,20214704,"A","Rektor Karin Larsson 040-167810","(null)","(null)","(null)","(null)","(null)","(null)"
331,20214704,"F","LF Mette Ahlgren 040-167813","(null)","(null)","(null)","(null)","(null)","(null)"
332,20214704,"F","LR Knut Knutsson 040-167815","(null)","(null)","(null)","(null)","(null)","(null)"
333,20214704,"F","SKAF Rigmor Hansson 040-167814","(null)","(null)","(null)","(null)","(null)","(null)"
334,20212768,"A","Testkontakten","test@test.se","(null)","(null)","(null)","(null)","(null)"
335,20000000,"A","(null)","(null)","(null)","(null)","(null)","(null)","(null)"
336,20000000,"A","(null)","(null)","(null)","(null)","(null)","(null)","(null)"
337,20000000,"A","(null)","(null)","(null)","(null)","(null)","(null)","(null)"
338,20000000,"A","(null)","(null)","(null)","(null)","(null)","(null)","(null)"
339,20000000,"F","(null)","(null)","(null)","(null)","(null)","(null)","(null)"
340,20000000,"F","(null)","(null)","(null)","(null)","(null)","(null)","(null)"
341,20000000,"F","(null)","(null)","(null)","(null)","(null)","(null)","(null)"
361,21000011,"A","klöklklBOA-kontakt","(null)","(null)","(null)","(null)","(null)","(null)"
381,21000012,"A","Astrid Karlsson","astrid.karlsson@norrköping.se","(null)","(null)","(null)","(null)","(null)"
382,21000012,"F","tttttt","karlsson@norrköping.se","(null)","(null)","(null)","(null)","(null)"
383,21000013,"A","Lasse Holm","(null)","(null)","(null)","(null)","(null)","(null)"
384,21000014,"A","Suada","(null)","(null)","(null)","(null)","(null)","(null)"
385,21000015,"A","Inger","(null)","(null)","(null)","(null)","(null)","(null)"
386,21000016,"A","Nisse","nisse@nisse.com","(null)","(null)","(null)","(null)","(null)"
387,21000016,"F","Stina","Stina2@nisse.com","(null)","(null)","(null)","(null)","(null)"
388,21000017,"A","Kalle Fresk","lisa.fresk@gmailk.com","Kalle","(null)","Övrig info","(null)","(null)"
389,21000017,"A","lisa","(null)","Lisa","(null)","(null)","(null)","070-123456"
390,21000017,"A","kjell","(null)","(null)","(null)","(null)","(null)","(null)"
391,21000017,"A","tommy","(null)","(null)","(null)","(null)","(null)","(null)"
392,21000017,"F","aaddasa","(null)","(null)","(null)","(null)","(null)","(null)"
393,21000017,"F","asdad","(null)","(null)","(null)","(null)","(null)","(null)"
394,21000017,"F","adasdad","(null)","(null)","(null)","(null)","(null)","(null)"
401,21000023,"A","(null)","kalle@kula.se","(null)","(null)","(null)","(null)","(null)"
421,21000030,"A","Ek","bo.ek@ruffelochbag.se","Bo",812345678,"(null)","Boss",70666666
441,21000032,"A","Sven Pettersson","(null)","(null)","(null)","(null)","(null)","(null)"
461,21000045,"A","Hamed Axelsson","basta@catering.se","(null)","(null)","(null)","(null)","(null)"
481,21000046,"A","Kökschef Johan Fredriksson, 08-0987654321","(null)","(null)","(null)","(null)","(null)","(null)"
482,21000047,"A","Kökschef Johan Olsson, 08-0987654","johan.bastacatering@gmail.se","(null)","(null)","(null)","(null)","(null)"
501,21000048,"A","Nisse Jonsson nisse@gmail.com","(null)","(null)","(null)","(null)","(null)","(null)"
521,21000049,"A","xx aeh","xx.aeh@arbetsformedlingen.se","(null)","(null)","(null)","(null)","(null)"
541,21000053,"A","Tomas Dahlkvist","(null)","(null)","(null)","(null)","(null)","(null)"
561,21000057,"A","a","(null)","(null)","(null)","(null)","(null)","(null)"
581,21000065,"A","Björn Svetsarson VD","(null)","(null)","(null)","(null)","(null)","(null)"
582,21000066,"A","Curlie Självlock VD","(null)","(null)","(null)","(null)","(null)","(null)"
583,21000067,"A","Dr. Sutur","(null)","(null)","(null)","(null)","(null)","(null)"
601,21000069,"A","Sten Reinholdsson","(null)","(null)","(null)","(null)","(null)","(null)"
621,21000041,"A","Åke Jönsson","ake.jonsson@rodakorset.se","(null)","(null)","(null)","(null)","(null)"
641,21000071,"A","Nils Hansson","nils.hansson@gmail.com","(null)","(null)","(null)","(null)","(null)"
661,21000072,"A","Sture Ekman","(null)","(null)","(null)","(null)","(null)","(null)"
681,21000075,"A","Dokror Docent","doktor@omsargsmastarna.se","(null)","(null)","(null)","(null)","(null)"
682,21000077,"A","Benny Andersson (Vård- och omsorgschef)","benny@bennysbandager.se","(null)","(null)","(null)","(null)","(null)"
701,21000081,"A","Bo Ek","bo.ek@sorsele.se","(null)","(null)","(null)","(null)","(null)"
721,21000082,"A","Kontakt Person 1","(null)","(null)","(null)","(null)","(null)","(null)"
722,21000082,"A","Kontakt person 2","(null)","(null)","(null)","(null)","(null)","(null)"
741,21000006,"A","Bill 07512489587","(null)","(null)","(null)","(null)","(null)","(null)"
761,21000090,"A","Henning Penning","henning@ekonomi.se","(null)","(null)","(null)","(null)","(null)"
781,21000092,"A","Tuppen 0761-101010","tuppen@knyckoch sälj.se","(null)","(null)","(null)","(null)","(null)"
782,21000092,"A","Kenta 0761-101110","Kenta@knyckochsälj.se","(null)","(null)","(null)","(null)","(null)"
801,21000095,"A","Nisse andersson","nisse@nisse.se","(null)","(null)","(null)","(null)","(null)"
802,21000096,"A","Björn Sjösteen, 073-3730051","Bjorne@hemtjanstdoktorn.se","(null)","(null)","(null)","(null)","(null)"
803,21000097,"A","Peter Gertman, 08-656 70 00","peter.G@bluestep.se","(null)","(null)","(null)","(null)","(null)"
861,21000104,"A","Ingela Svensson","ingela.svensson@hotmail.com","(null)","(null)","(null)","(null)","(null)"
881,21000111,"A","Förnamn Efternamn-Arbetsgivare","fornamn@efternamn.se","(null)","(null)","(null)","(null)","(null)"
901,21000112,"A","Trollet Under-Bron","Trollet_under@bron.se","Lilla","(null)","Övrig troll-info","(null)","(null)"
921,20229300,"A","Nisse Nilsson","(null)","(null)","(null)","(null)","(null)","(null)"
941,21000117,"A","Karl Carlsson 035-188050","(null)","(null)","(null)","(null)","(null)","(null)"
981,21000195,"A","Testpersson","testpersson@mail.se","(null)","(null)","(null)","(null)","(null)"
982,21000219,"A","Panna","marur@test.se","Anna","010-123456","Hej hopp, här kommer lite övrig info.","Chef, VD","070-12354687"
983,21000219,"A","Kula","marulen@test.se","Kalle","010-123456","Kanske lite övrig info, ja.","Vice VD","070-1235648"
984,21000219,"A","Petter","anders@petter.se","Anders","010-223342234","Bara lagar mat.","Kock","070-233434223"
986,21000084,"A","marut","(null)","anders","010-123456","(null)","(null)","(null)"
1001,20215132,"A","Marursson","(null)","Marur","010-123546","(null)","(null)","(null)"
1002,20215132,"A","Testperson AG","marur@test.se","Marurs","(null)","Övrig marur-info","(null)","(null)"
1003,20215132,"A","Efternmamn","(null)","marur","010-123456","(null)","Chef","(null)"
1004,21000219,"A","Snögubbe","snö@snö.se","Valle","010-12345","(null)","snögubbe","070-123564"
1021,21000116,"A","Panna","(null)","Anna","010-012356","Övring info Ettan.","(null)","(null)"
1022,21000032,"A","Panna","(null)","Anna","010-123456","(null)","(null)","(null)"
1041,21000111,"A","Marursson","(null)","Marur","010-12345678","(null)","(null)","(null)"
1042,21000111,"A","Martinsson","(null)","Marurlen","010-12354687","Övrig info","(null)","(null)"
1043,21000082,"A","test","marur@test.se","test","010-123546","Övrig info","(null)","070-123546"
1061,21000178,"A","panna","marur@test.se","anna","010-123564897","(null)","(null)","(null)"
1081,21000115,"A","TESTAR","(null)","TEST",10776633,"T","(null)","(null)"
1101,20600055,"A","Nilsson","(null)","Nisse",1234567,"(null)","(null)","(null)"
1121,21001314,"A","Marursson","marur@test.se","Marur","010-13456897","test","Vice vd","070-78965123"
1141,21001349,"A","Test","test@test.se","Marurs","010-1234568","test","(null)","070-123456879"
1161,21002399,"A","Madjar","(null)","Vera","070-150000","Pirat","Chef","(null)"
1181,21016538,"A","Blomqvist","(null)","Lasse-Maja","(null)","(null)","(null)",2155
1201,21016554,"A","kreppenhofer","(null)","chalire","(null)","(null)","(null)",12344
1221,21016565,"A","mr c","(null)","ceasar",0,"(null)","(null)","(null)"
1241,21016608,"A","Test","kommun@kommun.kiruna.se","Test",80000000,"Test","Test",70000000
1242,21016609,"A","Test","kommun@kommun.kiruna.se","Test",8000000,"Test","Test",70000000
1261,21016618,"A","Test","test@test.com","Test",800000000,"Test","Test",700000000
1262,21016619,"A","Test","(null)","Test",80000000,"Test","Test",70000000
1281,21016616,"A","Ravelli","(null)","Tomas",708,"Ansvarig","Chef",777777777777
1301,21016657,"A","Ek","bo.ek@skamskudden.se","Bo",866666,"(null)","Basen","(null)"
1302,21016659,"A","Ek","bo.ek@skamskudden.se","Bo",8666666,"ingen","Boss","(null)"
1321,21016663,"A","Testsson","test.test@arbetsformedlingen.se","Test","08-66666","(null)","Chef","(null)"
1322,21016672,"A","Varg","hasse.varg@volvopv.se","Hasse","010-11445560","Testar tillsammans med MDM","Boss","073-118118"
1323,21016673,"A","Anka","pelle.anka@volvopv.se","Pelle",973444,"En slug rackare är vad han är :)","VD",73121212
1324,21016672,"A","Olofsson","(null)","Hans",20121212,"(null)","(null)","(null)"
1341,21016729,"A","håkansson","(null)","rickard",1111,"(null)","(null)","(null)"
